Customer_ID,Age,Gender,State,Customer_Segment,Acquisition_Channel,Join_Date,Tenure_Months,Total_Orders,Orders_Last_90_Days,Total_Spend_NGN,Spend_Last_90_Days_NGN,Average_Order_Value_NGN,Days_Since_Last_Purchase,Most_Purchased_Category,Categories_Purchased,Total_Complaints,Primary_Complaint,Complaint_Severity,Complaint_Status,Days_To_Resolution,Number_of_Followups,Escalated,Complaint_Satisfaction,Return_Count,Return_Rate,Main_Return_Reason,Refund_Delay_Days,Refund_Amount_NGN,Exchange_Requested,Exchange_Successful,Average_Delivery_Days,Expected_Delivery_Days,Delivery_Delay_Days,Delivery_Delay_Count,Damaged_Delivery_Count,Missing_Item_Count,Delivery_Satisfaction,Support_Contacts,Average_Response_Time_Hours,Average_Resolution_Time_Hours,First_Contact_Resolution,Customer_Service_Rating,Product_Rating,Service_Rating,Satisfaction_Score,Trust_Score,NPS_Score,Likelihood_To_Return,Average_Discount_Percent,Discount_Usage_Rate,Price_Increase_Experienced,Competitor_Purchase_Flag,Competitor_Purchase_Frequency,Current_Status,Retained,Churned,At_Risk,Dormant,Churn_Reason,Churn_Date,Churn_Risk_Score
CUST10227,41,Female,Abia,High Value,Referral,2024-03-06,30,12,7,970484.38,562131.78,85328.36,110,Accessories,5,2,Order Cancellation,Low,Resolved,10,0,No,4.7,0,0.0,No Return,0,0.0,No,No,3.7,3.9,0.0,0,0,1,4.0,4,9.6,15.0,No,3.4,5.0,3.4,4.5,4.8,45,9.2,9.01,0.336,Yes,No,0,Dormant,Yes,No,No,Yes,Not Churned,,26.0
CUST10228,22,Male,Abuja,Loyal,Facebook,2025-05-08,16,14,2,210384.03,32415.96,15019.79,26,Shoes,2,1,Exchange Difficulty,Low,Resolved,3,0,No,5.0,1,0.071,Poor Quality,12,11170.39,No,No,7.2,5.5,1.7,2,0,0,3.9,1,9.5,24.8,No,4.2,3.7,4.2,4.2,3.5,41,10.0,3.65,0.174,No,Yes,2,Churned,No,Yes,No,No,Competitor,1773619200000000000,44.4
CUST10229,51,Female,Cross River,Regular,Google,2023-08-18,37,10,1,533581.55,48774.07,49098.74,39,Dresses,3,1,Unexpected Charge,High,Pending,3,1,No,5.0,1,0.1,Poor Quality,2,37752.77,Yes,Yes,5.2,4.3,0.9,1,0,0,4.6,1,4.0,10.5,No,4.2,3.9,4.2,3.5,3.7,6,6.6,8.97,0.225,No,No,0,Churned,No,Yes,No,No,Relocated,1780099200000000000,10.9
CUST10230,23,Male,Ogun,Loyal,Website,2024-01-05,32,8,4,284300.08,108129.81,31744.67,52,Accessories,2,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,4.4,5.1,0.0,0,0,0,4.4,3,9.5,17.0,Yes,4.5,3.9,4.5,4.9,5.0,68,10.0,5.02,0.094,No,No,0,Churned,No,Yes,No,No,Lack of Product Availability,1767312000000000000,9.7
CUST10231,39,Female,Ogun,Regular,Referral,2023-06-27,38,10,2,220719.18,39608.62,21738.96,50,Tops,5,0,No Complaint,None,No Complaint,0,0,No,,2,0.2,Wrong Size,8,16165.51,No,No,4.8,4.1,0.7,1,0,0,4.6,3,1.1,13.9,Yes,3.9,4.1,3.9,4.3,3.7,26,9.1,13.55,0.362,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,8.6
CUST10232,28,Female,Cross River,Loyal,Instagram,2024-07-21,25,7,3,600718.61,233174.17,74855.58,60,Shoes,4,1,Late Delivery,Medium,Pending,1,2,No,3.7,0,0.0,No Return,0,0.0,No,No,5.6,3.0,2.6,0,0,2,2.5,7,5.5,14.3,No,2.5,5.0,2.5,3.5,3.3,-6,4.6,8.08,0.31,No,No,0,Churned,No,Yes,No,No,Price Too High,1768608000000000000,15.1
CUST10233,65,Female,Oyo,Loyal,Referral,2025-03-03,18,10,1,175502.71,16335.79,18928.81,99,Tops,1,1,Website Error,High,Resolved,3,2,No,4.0,0,0.0,No Return,0,0.0,No,No,7.5,5.5,2.0,2,0,3,3.9,1,17.8,19.0,No,4.2,4.4,4.2,4.1,3.7,39,7.7,0.63,0.185,No,No,0,Churned,No,Yes,No,No,Competitor,1783555200000000000,50.2
CUST10234,33,Female,Kano,Loyal,TikTok,2025-06-18,14,5,2,177170.49,82748.73,37672.51,97,Dresses,3,4,Long Waiting Time,Medium,Resolved,1,1,No,4.5,1,0.2,Product Description Inaccurate,3,13412.08,No,No,4.2,4.5,0.0,0,0,0,5.0,4,4.8,13.2,Yes,3.5,3.9,3.5,4.5,4.5,35,9.6,12.03,0.132,No,No,0,Churned,No,Yes,No,No,Relocated,1775692800000000000,58.9
CUST10235,50,Male,Lagos,Regular,Website,2025-09-01,12,11,0,644005.66,0.0,58289.33,105,Electronics,2,3,Damaged Product,Low,Resolved,7,3,No,3.9,2,0.182,Wrong Item,3,44340.77,Yes,Yes,3.5,2.9,0.6,0,0,1,3.4,3,16.9,20.3,No,3.3,4.3,3.3,3.6,3.2,30,8.4,1.41,0.064,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,14.8
CUST10236,26,Other,Anambra,New Customer,Referral,2023-03-23,41,11,0,239732.73,0.0,21422.0,192,Accessories,5,0,No Complaint,None,No Complaint,0,0,No,,2,0.182,Defective,6,25120.43,Yes,Yes,6.2,4.7,1.5,2,0,1,3.1,2,2.3,7.2,Yes,4.3,3.9,4.3,3.6,4.0,-42,6.1,2.22,0.631,Yes,No,0,At Risk,Yes,No,Yes,No,Not Churned,,26.2
CUST10237,23,Female,Plateau,Regular,Instagram,2025-04-25,16,9,2,118715.59,28483.75,13262.12,69,Dresses,3,0,No Complaint,None,No Complaint,0,0,No,,1,0.111,Damaged,12,9216.65,Yes,Yes,6.3,3.8,2.5,0,0,2,4.1,0,13.4,19.4,Yes,3.6,4.3,3.6,4.0,4.9,16,9.2,0.73,0.537,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,19.3
CUST10238,33,Female,Kaduna,Loyal,TikTok,2025-01-31,19,13,3,557127.31,132266.78,43019.11,51,Tops,3,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.2,5.0,0.2,1,0,0,4.5,1,4.8,8.4,Yes,5.0,4.6,5.0,4.5,4.5,24,9.2,0.59,0.479,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,6.9
CUST10239,46,Male,Anambra,Regular,TikTok,2024-09-09,24,9,3,503351.47,158624.66,55288.93,25,Accessories,4,5,Repeated Issue,Medium,Resolved,3,1,No,4.6,0,0.0,No Return,0,0.0,No,No,3.7,3.3,0.4,0,0,1,4.0,5,6.0,8.1,No,2.5,4.6,2.5,4.1,3.6,41,10.0,0.92,0.117,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,8.2
CUST10240,20,Male,Edo,Loyal,Instagram,2026-01-02,8,8,3,194021.94,67682.89,25094.8,36,Accessories,1,1,Discount Not Applied,High,Resolved,3,1,No,4.0,0,0.0,No Return,0,0.0,No,No,5.3,5.3,0.0,1,0,1,3.4,1,7.8,9.8,No,3.9,3.6,3.9,3.5,4.3,4,6.0,8.6,0.202,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,5.6
CUST10241,37,Male,Oyo,High Value,Google,2025-10-30,10,15,7,206092.37,94568.68,15010.02,89,Shoes,2,2,Rude Staff,High,Resolved,7,3,No,3.8,3,0.2,Wrong Color,5,25734.79,Yes,No,2.5,3.4,0.0,0,0,1,4.0,2,3.1,7.0,No,3.6,4.0,3.6,4.5,4.4,7,8.3,6.65,0.117,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,14.4
CUST10242,53,Female,Plateau,New Customer,Google,2023-08-04,37,9,0,369013.19,0.0,36024.68,70,Bags,2,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.2,5.5,0.0,1,0,0,4.8,4,24.6,35.9,Yes,3.4,3.6,3.4,4.2,4.6,7,6.7,1.59,0.278,No,Yes,6,Retained,Yes,No,No,No,Not Churned,,34.7
CUST10243,36,Female,Plateau,Loyal,TikTok,2023-10-17,35,4,4,121657.83,106028.23,27784.73,13,Tops,3,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.8,4.6,1.2,0,0,0,3.2,0,9.3,33.8,Yes,3.3,3.7,3.3,3.5,3.2,-17,7.9,1.99,0.202,No,No,0,Retained,Yes,No,No,No,Not Churned,,2.0
CUST10244,43,Male,Enugu,Loyal,Facebook,2024-03-20,29,14,1,201643.81,13077.78,13093.47,68,Electronics,5,2,Delivery Fee,Medium,Closed,3,1,No,5.0,3,0.214,Product Description Inaccurate,5,19664.89,Yes,Yes,8.6,5.4,3.2,3,1,1,2.9,2,12.7,27.3,No,4.2,4.5,4.2,3.7,3.7,24,9.2,0.48,0.375,Yes,Yes,4,Churned,No,Yes,No,No,Better Alternative,1781308800000000000,31.8
CUST10245,20,Female,Ogun,High Value,Referral,2025-07-11,13,13,4,537649.36,157658.09,42264.69,44,Trousers,3,2,Poor Customer Service,Low,Resolved,2,1,No,3.6,2,0.154,Changed Mind,6,47762.06,No,No,3.5,4.7,0.0,0,0,1,4.2,2,4.3,9.8,Yes,5.0,4.8,5.0,4.7,4.5,44,9.3,1.96,0.107,No,No,0,Retained,Yes,No,No,No,Not Churned,,5.7
CUST10246,36,Male,Rivers,High Value,Website,2024-07-05,26,9,1,202148.83,20609.46,22709.68,79,Accessories,4,2,Poor Customer Service,Low,Escalated,3,0,Yes,4.8,1,0.111,Duplicate Order,8,15484.49,No,No,6.7,4.8,1.9,3,0,0,3.5,2,5.9,9.4,No,3.1,4.5,3.1,3.8,3.5,9,7.7,0.47,0.128,Yes,No,0,Churned,No,Yes,No,No,Lack of Product Availability,1770336000000000000,63.8
CUST10247,37,Female,Imo,Loyal,Website,2023-07-12,38,8,3,388994.59,136402.21,42928.65,274,Bags,1,1,Missing Product,High,Closed,1,1,No,4.0,2,0.25,Damaged,7,41975.33,No,No,5.6,2.9,2.7,4,1,0,3.8,2,9.2,12.6,Yes,2.2,4.2,2.2,3.1,2.7,-9,5.4,11.08,0.337,No,No,0,Churned,No,Yes,No,No,Price Too High,1772841600000000000,43.5
CUST10248,49,Male,Imo,Regular,Website,2023-10-16,35,7,4,772093.9,416997.13,96526.14,122,Accessories,4,5,Refund Delayed,High,Resolved,5,1,No,4.6,0,0.0,No Return,0,0.0,No,No,2.5,2.5,0.0,1,0,0,3.9,5,8.9,15.6,No,2.5,4.3,2.5,3.8,3.9,-20,7.6,3.05,0.241,No,No,0,Churned,No,Yes,No,No,Too Many Delivery Problems,1775692800000000000,27.3
CUST10249,24,,Plateau,Loyal,Email,2024-08-05,25,7,4,250276.94,129376.61,31514.86,74,Trousers,5,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,3.3,2.8,0.5,1,0,0,4.1,0,7.3,20.5,Yes,3.8,4.6,3.8,4.2,4.2,45,8.5,7.4,0.434,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,21.3
CUST10250,58,Male,Oyo,New Customer,Instagram,2026-03-13,5,10,1,350950.19,29661.55,33312.72,169,Shoes,2,0,No Complaint,None,No Complaint,0,0,No,,1,0.1,Product Description Inaccurate,4,24219.69,No,No,4.1,3.8,0.3,0,0,0,4.2,1,6.3,8.4,Yes,4.0,4.1,4.0,4.0,3.8,32,8.5,7.22,0.056,No,Yes,4,At Risk,Yes,No,Yes,No,Not Churned,,23.2
CUST10251,50,Female,Rivers,Loyal,Referral,2025-05-06,16,10,2,320448.61,59178.56,33890.78,18,Accessories,5,3,Missing Product,Critical,Resolved,1,0,No,4.5,0,0.0,No Return,0,0.0,No,No,6.4,3.7,2.7,2,0,1,3.3,3,5.7,6.4,Yes,3.9,3.5,3.9,3.5,2.9,26,7.4,2.03,0.336,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,5.1
CUST10252,57,Male,Kaduna,High Value,Google,2025-02-19,18,18,3,572165.12,90007.42,30466.45,193,Trousers,4,2,Account Issue,Medium,Resolved,5,0,No,4.8,1,0.056,Damaged,2,14943.05,No,No,1.9,3.1,0.0,1,0,0,5.0,2,9.2,11.9,No,4.3,4.3,4.3,3.9,3.8,16,7.4,1.93,0.085,Yes,No,0,Churned,No,Yes,No,No,Refund Problems,1785024000000000000,74.3
CUST10253,56,Female,Kano,Regular,Website,2025-06-14,14,14,4,266069.61,72254.55,18290.66,84,Beauty,2,1,Missing Product,Medium,Resolved,6,1,No,5.0,0,0.0,No Return,0,0.0,No,No,2.7,2.6,0.1,0,0,0,3.9,1,5.4,7.7,No,3.4,3.2,3.4,4.3,4.1,43,7.5,1.13,0.308,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,12.3
CUST10254,35,Male,Cross River,Loyal,Facebook,2025-07-08,14,11,1,459513.14,37489.21,37125.0,113,Tops,1,5,Unexpected Charge,Medium,Resolved,2,0,No,5.0,0,0.0,No Return,0,0.0,No,No,5.7,4.6,1.1,2,0,0,4.3,5,5.6,16.8,Yes,2.8,3.1,2.8,3.4,2.8,13,5.1,0.43,0.282,Yes,No,0,At Risk,Yes,No,Yes,No,Not Churned,,52.3
CUST10255,57,Male,Anambra,Regular,Email,2024-07-17,25,11,3,258745.76,78793.19,24396.96,79,Electronics,3,1,Late Delivery,Low,Resolved,1,3,No,5.0,1,0.091,Changed Mind,2,22659.63,No,No,2.4,3.1,0.0,0,0,1,4.5,2,6.2,8.6,No,5.0,4.1,5.0,4.5,4.0,66,9.7,5.24,0.366,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,10.0
CUST10256,18,Male,Abia,Regular,Referral,2023-01-13,44,13,4,313469.21,104455.28,25811.86,62,Dresses,1,5,Damaged Product,Low,Resolved,4,0,No,3.9,1,0.077,Product Description Inaccurate,12,19235.39,No,No,3.4,5.4,0.0,1,0,0,4.8,5,12.0,12.7,No,4.0,4.7,4.0,4.3,3.4,39,8.8,3.24,0.204,Yes,No,0,At Risk,Yes,No,Yes,No,Not Churned,,46.0
CUST10257,28,Male,Lagos,Regular,Website,2025-09-13,11,12,3,256831.03,72793.5,22487.19,50,Trousers,3,2,Discount Not Applied,High,Closed,3,1,No,4.3,0,0.0,No Return,0,0.0,No,No,1.8,2.8,0.0,0,1,1,3.9,2,8.0,12.4,No,3.2,4.5,3.2,4.1,4.2,20,7.6,10.48,0.42,No,No,0,Churned,No,Yes,No,No,No Longer Needed,1782777600000000000,52.0
CUST10258,45,Male,Cross River,Loyal,Instagram,2023-12-06,33,10,2,376470.12,70021.1,39810.76,217,Accessories,1,1,Account Issue,Low,Resolved,4,1,No,4.4,0,0.0,No Return,0,0.0,No,No,2.1,3.6,0.0,1,0,0,3.8,1,5.8,9.9,No,4.3,4.5,4.3,4.0,3.5,16,6.6,2.17,0.048,Yes,No,0,Churned,No,Yes,No,No,Poor Customer Service,1770508800000000000,72.8
CUST10259,42,Male,Kaduna,High Value,Facebook,2025-05-14,15,9,0,208730.95,0.0,21981.92,178,Trousers,2,3,Wrong Product,Low,Closed,4,0,No,5.0,0,0.0,No Return,0,0.0,No,No,4.7,3.9,0.8,0,0,0,4.5,3,2.5,4.8,No,3.9,3.7,3.9,4.0,4.9,30,7.4,9.98,0.547,No,Yes,2,At Risk,Yes,No,Yes,No,Not Churned,,67.2
CUST10260,40,Female,Kaduna,High Value,TikTok,2023-11-08,34,11,1,464757.39,41578.24,38432.17,83,Electronics,2,1,Poor Product Quality,Low,Resolved,4,1,No,4.0,0,0.0,No Return,0,0.0,No,No,5.2,3.2,2.0,5,1,0,3.1,1,3.2,4.2,No,4.5,4.3,4.5,4.3,4.0,22,8.8,11.95,0.427,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,41.7
CUST10261,48,Male,Anambra,New Customer,Instagram,2025-01-02,20,6,5,238363.06,195859.51,40563.16,76,Beauty,2,4,Refund Delayed,Medium,Closed,9,3,No,4.6,3,0.5,Defective,10,80070.46,Yes,No,4.7,4.0,0.7,0,0,0,4.7,4,3.8,9.0,No,3.7,4.0,3.7,3.7,3.5,-7,8.8,3.01,0.336,Yes,Yes,3,Churned,No,Yes,No,No,Lack of Product Availability,1776556800000000000,35.9
CUST10262,47,Female,Kaduna,Loyal,Website,2026-02-01,7,8,3,244747.18,108031.01,32980.12,66,Shoes,3,4,Poor Customer Service,High,Resolved,1,2,No,4.7,0,0.0,No Return,0,0.0,No,No,1.6,2.9,0.0,0,0,0,3.8,4,5.6,15.7,No,4.3,4.3,4.3,4.4,4.4,18,7.1,10.76,0.621,No,Yes,2,Retained,Yes,No,No,No,Not Churned,,8.6
CUST10263,59,Female,Abia,Loyal,Instagram,2023-12-05,33,15,3,237463.28,48249.19,16276.29,22,Accessories,2,3,Late Delivery,High,Closed,1,2,No,4.7,1,0.067,Defective,7,15064.05,No,No,3.5,2.5,1.0,2,0,0,4.9,3,2.5,4.4,No,3.3,4.1,3.3,4.7,4.6,34,9.8,2.56,0.44,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,4.0
CUST10264,52,Female,Enugu,Regular,Referral,2023-10-27,34,13,0,319809.12,0.0,23940.64,191,Accessories,5,2,Refund Rejected,Low,Closed,1,3,No,3.9,0,0.0,No Return,0,0.0,No,No,4.5,4.6,0.0,0,0,0,5.0,2,2.4,5.5,No,3.8,3.8,3.8,4.5,4.0,57,8.9,2.12,0.256,No,No,0,Churned,No,Yes,No,No,Poor Customer Service,1778457600000000000,32.1
CUST10265,24,Female,Enugu,New Customer,Google,2023-12-25,32,14,2,455448.71,63695.66,30707.67,62,Dresses,3,4,Poor Customer Service,Low,Resolved,5,0,No,5.0,0,0.0,No Return,0,0.0,No,No,7.6,5.0,2.6,3,0,0,3.2,4,14.5,17.0,No,3.0,4.7,3.0,4.1,4.6,11,5.8,10.25,0.614,No,No,0,Churned,No,Yes,No,No,Payment Problems,1767225600000000000,26.2
CUST10266,33,Male,Imo,Regular,Referral,2023-06-18,39,9,5,157376.16,81989.91,17002.59,171,Electronics,2,6,Missing Product,Low,Resolved,10,2,No,4.2,0,0.0,No Return,0,0.0,No,No,4.0,4.2,0.0,0,0,0,4.0,6,2.3,14.9,No,2.8,4.6,2.8,3.3,2.9,4,9.4,3.52,0.543,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,32.6
CUST10267,43,Male,Delta,High Value,TikTok,2026-03-18,5,10,1,353052.86,31930.49,37190.19,86,Tops,2,1,Discount Not Applied,High,Closed,6,3,No,3.2,2,0.2,Changed Mind,2,65256.47,Yes,Yes,2.5,3.2,0.0,0,0,1,3.9,1,8.7,12.1,No,3.9,3.9,3.9,3.7,3.5,15,7.0,6.52,0.581,Yes,No,0,Dormant,Yes,No,No,Yes,Not Churned,,35.9
CUST10268,65,Male,Delta,Loyal,Google,2025-01-30,19,5,5,359441.97,323264.93,63738.47,7,Shoes,1,2,Refund Delayed,Medium,Resolved,7,2,No,4.4,0,0.0,No Return,0,0.0,No,No,4.9,3.7,1.2,1,1,1,3.4,2,3.2,8.3,No,4.1,4.2,4.1,3.9,4.0,18,6.7,5.64,0.413,No,No,0,Retained,Yes,No,No,No,Not Churned,,2.7
CUST10269,19,Female,Enugu,Loyal,Instagram,2025-02-06,19,9,3,366356.44,111764.17,40779.29,245,Tops,5,4,Duplicate Charge,High,Resolved,2,0,No,5.0,1,0.111,Not as Expected,3,27994.35,No,No,4.0,4.4,0.0,0,0,0,4.5,4,7.8,9.5,Yes,3.5,5.0,3.5,5.0,5.0,83,8.4,1.88,0.16,No,No,0,Churned,No,Yes,No,No,Better Alternative,1786060800000000000,65.8
CUST10270,18,Female,Abuja,Regular,Instagram,2025-09-08,11,7,1,124282.83,16308.77,17685.33,54,Accessories,5,2,Delivery Fee,Low,Resolved,4,1,No,5.0,1,0.143,Duplicate Order,5,16124.36,No,No,3.0,2.6,0.4,0,0,0,4.5,2,7.1,17.1,No,4.3,4.2,4.3,4.0,3.0,31,7.4,14.55,0.349,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,21.0
CUST10271,65,Female,Kano,Loyal,Referral,2023-02-11,43,13,1,1522314.02,87728.38,102612.77,25,Beauty,3,1,Refund Delayed,Low,Closed,2,0,No,4.9,0,0.0,No Return,0,0.0,No,No,1.0,2.8,0.0,0,0,0,4.4,1,17.3,24.2,Yes,4.2,3.8,4.2,3.8,3.8,-17,7.8,5.11,0.224,No,Yes,4,Retained,Yes,No,No,No,Not Churned,,3.2
CUST10272,29,Female,Rivers,New Customer,Referral,2023-07-21,37,8,1,221986.37,24634.84,24898.44,28,Accessories,5,1,Refund Rejected,Low,Closed,4,0,No,5.0,3,0.375,Wrong Color,5,35249.89,Yes,Yes,5.0,5.4,0.0,0,1,0,3.6,1,2.7,5.1,No,3.8,4.4,3.8,4.2,4.2,-1,9.1,4.29,0.292,Yes,Yes,4,Retained,Yes,No,No,No,Not Churned,,4.5
CUST10273,22,Female,Cross River,Regular,TikTok,2025-08-27,12,17,1,673984.85,33312.23,36117.73,64,Tops,2,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.0,4.5,0.5,0,0,0,4.1,1,1.0,2.7,Yes,5.0,4.2,5.0,4.7,4.7,51,9.5,1.03,0.065,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,8.7
CUST10274,54,Female,Plateau,Loyal,Referral,2024-04-08,29,10,1,214562.55,25295.1,23087.96,52,Trousers,3,2,Failed Payment,Medium,Resolved,12,3,No,2.9,0,0.0,No Return,0,0.0,No,No,5.4,4.6,0.8,0,0,0,3.9,2,2.1,13.0,No,3.6,3.4,3.6,3.9,4.4,-2,8.3,3.01,0.221,No,Yes,4,Retained,Yes,No,No,No,Not Churned,,8.7
CUST10275,49,Female,Kano,New Customer,Google,2024-03-24,29,4,4,156650.33,146875.41,35400.13,60,Dresses,4,1,Exchange Difficulty,Medium,Pending,11,0,No,3.8,0,0.0,No Return,0,0.0,No,No,2.5,2.8,0.0,0,0,1,5.0,3,4.3,11.0,No,3.2,4.9,3.2,4.6,4.2,49,6.4,1.15,0.55,No,No,0,Retained,Yes,No,No,No,Not Churned,,8.7
CUST10276,26,Male,Plateau,Loyal,Google,2025-07-01,14,12,3,747032.57,174922.23,62070.64,25,Accessories,1,2,Late Delivery,High,Resolved,10,1,No,4.8,0,0.0,No Return,0,0.0,No,No,5.3,3.2,2.1,2,0,0,2.9,3,12.3,16.8,No,3.8,4.2,3.8,3.4,3.4,14,7.5,6.36,0.281,No,No,0,Retained,Yes,No,No,No,Not Churned,,7.1
CUST10277,58,Male,Edo,Regular,Instagram,2025-03-08,18,10,3,179229.83,53026.94,19137.52,94,Electronics,1,1,Late Delivery,High,Pending,4,2,No,5.0,0,0.0,No Return,0,0.0,No,No,2.6,3.7,0.0,0,0,0,5.0,1,4.4,5.2,No,3.4,4.1,3.4,4.3,4.7,30,8.0,6.53,0.062,Yes,No,0,Dormant,Yes,No,No,Yes,Not Churned,,18.0
CUST10278,52,Other,Kaduna,Loyal,Google,2025-03-04,18,9,7,263820.73,183951.93,25544.61,18,Tops,4,5,Poor Product Quality,Low,Resolved,3,0,No,4.0,1,0.111,Wrong Color,7,12628.71,No,No,4.4,3.1,1.3,1,0,0,3.5,5,7.3,11.5,No,2.4,4.2,2.4,3.2,2.6,-5,5.8,4.28,0.167,No,Yes,3,At Risk,Yes,No,Yes,No,Not Churned,,14.3
CUST10279,36,Male,Lagos,Regular,Email,2024-03-12,30,12,4,385224.85,126619.94,34650.45,56,Beauty,3,0,No Complaint,None,No Complaint,0,0,No,,3,0.25,Wrong Color,9,87176.47,Yes,Yes,7.0,4.9,2.1,2,0,0,3.0,1,10.1,12.1,Yes,5.0,3.7,5.0,4.1,4.1,31,9.2,2.57,0.139,Yes,No,0,Churned,No,Yes,No,No,Poor Product Quality,1787184000000000000,58.9
CUST10280,65,Male,Kaduna,Regular,Website,2024-06-14,26,14,2,220833.2,26883.0,13972.43,135,Beauty,4,2,Issue Not Resolved,Low,Pending,3,0,No,4.3,0,0.0,No Return,0,0.0,No,No,4.4,4.3,0.1,0,0,1,3.9,2,7.3,24.2,No,3.5,3.8,3.5,3.8,3.4,7,8.3,2.13,0.471,Yes,No,0,At Risk,Yes,No,Yes,No,Not Churned,,17.7
CUST10281,33,Female,Kano,New Customer,Google,2024-07-18,25,14,3,585438.33,126869.81,47511.64,19,Dresses,5,5,Issue Not Resolved,Low,Escalated,1,0,Yes,4.0,2,0.143,Late Delivery,5,52128.5,No,No,7.2,3.1,4.1,7,1,1,3.1,5,14.8,18.5,Yes,4.4,4.3,4.4,3.4,3.0,2,5.9,0.69,0.485,No,No,0,Churned,No,Yes,No,No,Poor Product Quality,1786060800000000000,30.7
CUST10282,20,Male,Imo,New Customer,Referral,2025-05-21,15,10,4,225631.51,82593.74,22602.98,39,Bags,2,2,Coupon Expired,Medium,Closed,6,0,No,5.0,0,0.0,No Return,0,0.0,No,No,3.6,4.8,0.0,0,0,0,4.9,2,3.3,19.8,No,2.9,4.3,2.9,4.5,4.5,24,9.6,10.27,0.23,No,No,0,Churned,No,Yes,No,No,Payment Problems,1780790400000000000,40.7
CUST10283,37,Male,Enugu,High Value,Website,2023-08-01,37,11,3,320071.41,85967.63,32764.69,32,Trousers,4,0,No Complaint,None,No Complaint,0,0,No,,1,0.091,Not as Expected,3,26439.7,No,No,3.9,4.1,0.0,0,0,1,4.3,0,1.6,3.3,Yes,5.0,4.2,5.0,4.6,4.8,52,10.0,8.63,0.108,No,Yes,6,Retained,Yes,No,No,No,Not Churned,,4.4
CUST10284,41,Female,Plateau,Regular,Google,2025-08-06,13,11,4,233486.13,72121.64,18844.75,8,Bags,4,2,Missing Product,Low,Resolved,1,2,No,5.0,0,0.0,No Return,0,0.0,No,No,3.5,3.1,0.4,1,0,0,4.3,2,2.3,4.9,No,4.1,4.3,4.1,4.2,4.2,30,7.8,4.11,0.283,No,No,0,Retained,Yes,No,No,No,Not Churned,,1.1
CUST10285,50,Female,Ogun,Loyal,Instagram,2026-02-01,7,5,2,84578.26,40038.92,18507.48,79,Tops,5,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,5.6,5.0,0.6,0,0,0,4.6,1,7.6,9.7,Yes,4.2,4.3,4.2,4.5,4.9,37,10.0,2.78,0.446,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,23.0
CUST10286,41,Male,Anambra,High Value,Instagram,2023-07-11,38,10,3,337683.94,83508.3,31804.87,76,Beauty,3,2,Issue Not Resolved,Low,Resolved,5,1,No,4.1,0,0.0,No Return,0,0.0,No,No,4.0,3.1,0.9,1,0,0,4.2,2,3.6,5.0,No,3.9,4.4,3.9,3.9,3.4,35,5.8,2.15,0.14,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,32.7
CUST10287,28,Female,Edo,Regular,Referral,2026-01-09,7,13,4,922925.45,259349.6,67585.94,64,Accessories,2,0,No Complaint,None,No Complaint,0,0,No,,1,0.077,Wrong Size,8,48800.95,No,No,4.3,4.6,0.0,0,0,1,4.3,0,7.7,12.4,Yes,3.8,4.7,3.8,4.5,4.9,9,10.0,11.79,0.441,No,No,0,Retained,Yes,No,No,No,Not Churned,,8.4
CUST10288,25,Male,Enugu,Regular,Email,2024-12-05,21,14,4,308736.44,74799.61,20225.28,216,Shoes,2,1,Website Error,Low,Pending,6,2,No,5.0,1,0.071,Wrong Color,4,12004.32,No,No,4.8,3.7,1.1,0,0,1,3.0,1,6.9,19.5,No,3.7,4.5,3.7,4.0,3.9,5,7.8,3.99,0.274,No,No,0,Churned,No,Yes,No,No,Refund Problems,1786579200000000000,51.3
